function_name,total_time,call_count,avg_time,cpu_time,wait_time,memory_usage,file
__call__,3.82e-05,4,9.55e-06,3.6000000000000003e-06,3.46e-05,,config.py
get_version,1.7e-06,1,1.7e-06,1.2000000000000002e-06,4.999999999999999e-07,,_optional.py
using_copy_on_write,8.8e-06,9,9.777777777777778e-07,8.8e-06,0.0,,__init__.py
warn_copy_on_write,2.7e-06,5,5.4e-07,2.7e-06,0.0,,__init__.py
_get_option,7.48e-05,6,1.2466666666666667e-05,1.7e-05,5.78e-05,,config.py
_get_deprecated_option,7.2000000000000005e-06,10,7.200000000000001e-07,7.2000000000000005e-06,0.0,,config.py
_translate_key,9.800000000000001e-06,6,1.6333333333333335e-06,6.7e-06,3.100000000000001e-06,,config.py
using_pyarrow_string_dtype,6.7e-06,6,1.1166666666666666e-06,6.7e-06,0.0,,__init__.py
is_float_dtype,2.83e-05,2,1.415e-05,1.25e-05,1.5799999999999998e-05,,common.py
notna,2.08e-05,1,2.08e-05,2.8000000000000003e-06,1.8e-05,,missing.py
condition,6.300000000000001e-06,1,6.300000000000001e-06,5.2e-06,1.1000000000000005e-06,,common.py
<lambda>,1.5e-06,2,7.5e-07,1.0000000000000002e-06,4.999999999999999e-07,,common.py
extract_array,1.58e-05,15,1.0533333333333333e-06,1.29e-05,2.900000000000001e-06,,construction.py
is_string_or_object_np_dtype,6.5000000000000004e-06,5,1.3e-06,6.5000000000000004e-06,0.0,,common.py
_instancecheck,0.0001217,78,1.5602564102564104e-06,5.11e-05,7.060000000000001e-05,,generic.py
is_hashable,2.01e-05,5,4.0200000000000005e-06,1.8200000000000002e-05,1.8999999999999987e-06,,inference.py
is_1d_only_ea_dtype,5e-06,8,6.25e-07,2.8000000000000003e-06,2.2e-06,,common.py
is_file_like,3.1000000000000004e-06,1,3.1000000000000004e-06,1.7e-06,1.4000000000000004e-06,,inference.py
is_named_tuple,3.26e-05,1,3.26e-05,1.2000000000000002e-06,3.14e-05,,inference.py
is_ea_or_datetimelike_dtype,1.9e-05,6,3.1666666666666667e-06,1.73e-05,1.7000000000000007e-06,,common.py
_is_dtype,1.6100000000000002e-05,3,5.366666666666667e-06,5.3e-06,1.0800000000000002e-05,,common.py
maybe_infer_to_datetimelike,0.003942,8,0.00049275,0.0029251000000000004,0.0010168999999999998,,cast.py
maybe_convert_platform,0.00021840000000000002,4,5.4600000000000006e-05,0.00010800000000000001,0.00011040000000000001,,cast.py
is_dataclass,1.1400000000000001e-05,1,1.1400000000000001e-05,7.100000000000001e-06,4.3e-06,,inference.py
is_string_dtype,1.1200000000000001e-05,1,1.1200000000000001e-05,1.8000000000000001e-06,9.400000000000001e-06,,common.py
needs_i8_conversion,1.18e-05,3,3.9333333333333335e-06,7.5e-06,4.3e-06,,common.py
_sanitize_non_ordered,3.6000000000000003e-06,4,9.000000000000001e-07,2.5e-06,1.1e-06,,construction.py
_maybe_repeat,6e-06,11,5.454545454545455e-07,4.7e-06,1.3000000000000003e-06,,construction.py
require_length_match,1.73e-05,8,2.1625e-06,4.1000000000000006e-06,1.3199999999999999e-05,,common.py
isna,0.0001183,5,2.366e-05,7.4e-06,0.0001109,,missing.py
<lambda>,1.4000000000000001e-06,2,7.000000000000001e-07,8.000000000000001e-07,6.000000000000001e-07,,common.py
classes,2.1000000000000002e-06,2,1.0500000000000001e-06,2.1000000000000002e-06,0.0,,common.py
_check,6.720000000000001e-05,78,8.615384615384616e-07,4.33e-05,2.3900000000000005e-05,,generic.py
apply_if_callable,2.8000000000000003e-06,2,1.4000000000000001e-06,2.2e-06,6.000000000000002e-07,,common.py
construct_1d_object_array_from_listlike,6.2e-05,4,1.55e-05,2.5500000000000003e-05,3.65e-05,,cast.py
wrapper,0.0116252,1,0.0116252,6.6e-06,0.0116186,,_decorators.py
maybe_iterable_to_list,3.34e-05,2,1.67e-05,4.7e-06,2.87e-05,,common.py
validate_bool_kwarg,1.1000000000000001e-05,1,1.1000000000000001e-05,1.1000000000000001e-05,0.0,,_validators.py
cast_scalar_indexer,3.7e-06,4,9.25e-07,3.7e-06,0.0,,common.py
dumps,0.0078212,127,6.158425196850393e-05,0.0019168000000000002,0.005904400000000001,,__init__.py
encode,0.005904400000000001,127,4.6491338582677173e-05,0.0006961000000000001,0.005208300000000001,,encoder.py
_format_native_types,0.0006271,1,0.0006271,0.00046790000000000004,0.00015919999999999997,,datetimes.py
tz_to_dtype,5e-06,2,2.5e-06,5e-06,0.0,,datetimes.py
__getitem__,8.020000000000001e-05,2,4.0100000000000006e-05,1.74e-05,6.280000000000001e-05,,datetimelike.py
asi8,1.5e-05,2,7.5e-06,6.4000000000000006e-06,8.599999999999999e-06,,datetimelike.py
_from_sequence,0.0001026,1,0.0001026,1.9e-06,0.0001007,,datetimes.py
tz,4.000000000000001e-06,1,4.000000000000001e-06,1.8000000000000001e-06,2.2000000000000005e-06,,datetimes.py
unit,6.200000000000001e-06,1,6.200000000000001e-06,2.3e-06,3.900000000000001e-06,,datetimelike.py
_constructor_sliced_from_mgr,6.15e-05,2,3.075e-05,1.2400000000000002e-05,4.91e-05,,frame.py
allows_duplicate_labels,5.500000000000001e-06,4,1.3750000000000002e-06,5.500000000000001e-06,0.0,,flags.py
dtype,7.4e-06,9,8.222222222222222e-07,7.4e-06,0.0,,datetimes.py
__iter__,3.91e-05,2,1.955e-05,3.52e-05,3.9e-06,,base.py
dtype_to_unit,5.2e-06,2,2.6e-06,3.6000000000000003e-06,1.6e-06,,datetimelike.py
_is_dates_only,0.00013790000000000002,1,0.00013790000000000002,8.300000000000001e-05,5.4900000000000006e-05,,datetimelike.py
_creso,1.7e-06,1,1.7e-06,1.7e-06,0.0,,datetimelike.py
axes,4.2000000000000004e-06,1,4.2000000000000004e-06,4.2000000000000004e-06,0.0,,frame.py
_get_values_for_csv,0.0011781,1,0.0011781,5e-06,0.0011731,,frame.py
_get_axis_number,2.3e-06,2,1.15e-06,2.3e-06,0.0,,generic.py
_set_axis,1.6800000000000002e-05,1,1.6800000000000002e-05,4.9000000000000005e-06,1.1900000000000001e-05,,generic.py
__init__,1.1400000000000001e-05,7,1.6285714285714286e-06,1.1400000000000001e-05,0.0,,flags.py
get_adjustment,1.79e-05,1,1.79e-05,4.000000000000001e-06,1.39e-05,,printing.py
_get_slice_axis,0.0002034,1,0.0002034,1.34e-05,0.00019,,indexing.py
__init__,7.000000000000001e-06,1,7.000000000000001e-06,1.0000000000000002e-06,6e-06,,printing.py
__len__,2.8000000000000003e-06,1,2.8000000000000003e-06,1.5e-06,1.3000000000000003e-06,,frame.py
_from_mgr,6.19e-05,5,1.238e-05,1.1700000000000001e-05,5.02e-05,,generic.py
_get_block_manager_axis,3.5000000000000004e-06,1,3.5000000000000004e-06,2.8000000000000003e-06,7.000000000000001e-07,,generic.py
_set_is_copy,5.2e-06,1,5.2e-06,3.1000000000000004e-06,2.1e-06,,generic.py
allows_duplicate_labels,1.3e-06,4,3.25e-07,1.3e-06,0.0,,flags.py
attrs,2.0000000000000003e-06,4,5.000000000000001e-07,2.0000000000000003e-06,0.0,,generic.py
flags,2.6e-06,8,3.25e-07,2.6e-06,0.0,,generic.py
to_csv,0.011618400000000001,1,0.011618400000000001,2.46e-05,0.011593800000000001,,generic.py
copy,0.0001953,1,0.0001953,1.74e-05,0.00017790000000000001,,generic.py
_validate_positional_slice,1.5100000000000001e-05,1,1.5100000000000001e-05,9.9e-06,5.200000000000001e-06,,base.py
_get_axis,6.1e-06,1,6.1e-06,4.5e-06,1.6e-06,,generic.py
__init__,8.31e-05,7,1.1871428571428572e-05,7.170000000000001e-05,1.1399999999999992e-05,,generic.py
check_dict_or_set_indexers,8.000000000000001e-06,2,4.000000000000001e-06,5.3e-06,2.7000000000000013e-06,,indexing.py
_check_inplace_and_allows_duplicate_labels,5.000000000000001e-07,1,5.000000000000001e-07,5.000000000000001e-07,0.0,,generic.py
_get_column_array,3.8700000000000006e-05,6,6.450000000000001e-06,3.9e-06,3.4800000000000006e-05,,frame.py
_clear_item_cache,4.6e-06,2,2.3e-06,2.9e-06,1.6999999999999998e-06,,frame.py
_constructor_from_mgr,4.8100000000000004e-05,3,1.6033333333333335e-05,1.02e-05,3.79e-05,,frame.py
__getitem__,0.0001697,4,4.2425e-05,1.65e-05,0.0001532,,indexing.py
ndim,1.8000000000000001e-06,5,3.6000000000000005e-07,1.8000000000000001e-06,0.0,,generic.py
_iter_column_arrays,4.9300000000000006e-05,7,7.042857142857144e-06,7.2000000000000005e-06,4.210000000000001e-05,,frame.py
__getitem__,0.00025800000000000004,4,6.450000000000001e-05,1.94e-05,0.00023860000000000003,,indexing.py
_dtype_to_subclass,5.600000000000001e-06,3,1.8666666666666669e-06,4.3e-06,1.3000000000000003e-06,,base.py
_simple_new,9.11e-05,6,1.5183333333333334e-05,7.54e-05,1.5700000000000002e-05,,base.py
iget,0.0001188,2,5.94e-05,4.24e-05,7.64e-05,,managers.py
_box_col_values,0.00010590000000000001,2,5.2950000000000006e-05,1.23e-05,9.360000000000001e-05,,frame.py
_view,2.32e-05,1,2.32e-05,5.3e-06,1.79e-05,,base.py
iloc,2.9e-06,1,2.9e-06,2.9e-06,0.0,,indexing.py
at,8.6e-06,4,2.15e-06,8.6e-06,0.0,,indexing.py
_constructor,7.000000000000001e-07,1,7.000000000000001e-07,7.000000000000001e-07,0.0,,base.py
_can_consolidate,7.5e-06,3,2.5e-06,4.2000000000000004e-06,3.2999999999999997e-06,,blocks.py
_check_deprecated_callable_usage,1.7e-06,1,1.7e-06,1.5e-06,2e-07,,indexing.py
_axes_are_unique,6.76e-05,4,1.69e-05,8.1e-06,5.95e-05,,indexing.py
need_slice,9.000000000000001e-07,1,9.000000000000001e-07,9.000000000000001e-07,0.0,,indexing.py
ensure_index_from_sequences,0.00020050000000000002,1,0.00020050000000000002,9.100000000000001e-06,0.00019140000000000002,,base.py
_ensure_array,9.4e-06,3,3.133333333333333e-06,9.4e-06,0.0,,base.py
maybe_extract_name,2.93e-05,4,7.325e-06,8.7e-06,2.06e-05,,base.py
_convert_key,2.1000000000000002e-06,4,5.250000000000001e-07,2.1000000000000002e-06,0.0,,indexing.py
default_index,2.01e-05,2,1.005e-05,7.6e-06,1.25e-05,,api.py
_engine_type,1.13e-05,3,3.766666666666667e-06,8.5e-06,2.8000000000000003e-06,,base.py
__contains__,0.0001797,2,8.985e-05,6.77e-05,0.000112,,base.py
<genexpr>,3.3e-06,2,1.65e-06,3.1000000000000004e-06,1.9999999999999978e-07,,base.py
_cleanup,3.07e-05,1,3.07e-05,1.7e-06,2.9e-05,,base.py
_get_values_for_csv,0.00011850000000000001,2,5.9250000000000004e-05,9e-06,0.0001095,,base.py
_maybe_cast_indexer,1.2000000000000002e-06,7,1.7142857142857146e-07,1.2000000000000002e-06,0.0,,base.py
_validate_indexer,5.2e-06,3,1.7333333333333334e-06,5.2e-06,0.0,,base.py
_reset_identity,1.23e-05,11,1.1181818181818182e-06,1.23e-05,0.0,,base.py
__len__,8.900000000000001e-06,13,6.846153846153847e-07,6.200000000000001e-06,2.7000000000000004e-06,,base.py
dtype,1.4000000000000001e-06,3,4.666666666666667e-07,1.4000000000000001e-06,0.0,,base.py
is_unique,6.16e-05,3,2.0533333333333336e-05,1.8500000000000002e-05,4.3100000000000004e-05,,base.py
name,6.000000000000001e-07,1,6.000000000000001e-07,6.000000000000001e-07,0.0,,base.py
_values,2.32e-05,18,1.288888888888889e-06,7.5e-06,1.5700000000000002e-05,,base.py
__getitem__,6.4000000000000006e-06,1,6.4000000000000006e-06,9.000000000000001e-07,5.500000000000001e-06,,range.py
_consolidate_check,3.44e-05,3,1.1466666666666668e-05,2.4100000000000003e-05,1.03e-05,,managers.py
_data,1.5700000000000002e-05,1,1.5700000000000002e-05,6.300000000000001e-06,9.400000000000001e-06,,range.py
_view,8.5e-06,1,8.5e-06,3.3e-06,5.199999999999999e-06,,range.py
extend_blocks,1.1400000000000001e-05,4,2.8500000000000002e-06,7.100000000000001e-06,4.3e-06,,blocks.py
getitem_block_columns,1.15e-05,1,1.15e-05,9.600000000000001e-06,1.8999999999999987e-06,,blocks.py
_validate_set_axis,6.6e-06,1,6.6e-06,2.7e-06,3.9e-06,,base.py
get_block_type,1.48e-05,7,2.1142857142857143e-06,1.16e-05,3.2e-06,,blocks.py
_simple_new,2.6000000000000002e-05,5,5.2e-06,1.63e-05,9.700000000000002e-06,,range.py
copy,2.9500000000000002e-05,1,2.9500000000000002e-05,1.6000000000000003e-05,1.35e-05,,blocks.py
treat_as_nested,1.46e-05,1,1.46e-05,1.41e-05,5.000000000000003e-07,,construction.py
stringify_path,4.49e-05,2,2.245e-05,8.900000000000001e-06,3.6e-05,,common.py
get_compression_method,4.1000000000000006e-06,1,4.1000000000000006e-06,1.2000000000000002e-06,2.9e-06,,common.py
<genexpr>,2.15e-05,15,1.4333333333333333e-06,6.8e-06,1.4700000000000002e-05,,base.py
shape,4.4800000000000005e-05,5,8.96e-06,2.33e-05,2.1500000000000004e-05,,base.py
is_single_block,1.3e-06,1,1.3e-06,1.1e-06,2e-07,,managers.py
iget,6e-06,8,7.5e-07,6e-06,0.0,,blocks.py
_slice,1.9e-06,1,1.9e-06,1.9e-06,0.0,,blocks.py
make_block,2.9e-05,3,9.666666666666667e-06,1.1700000000000001e-05,1.73e-05,,blocks.py
_consolidate_inplace,4.49e-05,3,1.4966666666666667e-05,4.1000000000000006e-06,4.08e-05,,managers.py
_calc_max_cols_fitted,6.300000000000001e-06,1,6.300000000000001e-06,2.0000000000000003e-06,4.3e-06,,format.py
_is_binary_mode,0.0064831,2,0.00324155,1.69e-05,0.0064662,,common.py
create_block_manager_from_column_arrays,0.0003703,2,0.00018515,2.25e-05,0.0003478,,managers.py
_getitem_slice,1.58e-05,2,7.9e-06,7.5e-06,8.300000000000002e-06,,range.py
iget_values,3.48e-05,6,5.7999999999999995e-06,1.0700000000000001e-05,2.4099999999999996e-05,,managers.py
is_truncated_horizontally,4.0000000000000003e-07,1,4.0000000000000003e-07,4.0000000000000003e-07,0.0,,format.py
is_truncated_vertically,3.0000000000000004e-07,1,3.0000000000000004e-07,3.0000000000000004e-07,0.0,,format.py
_initialize_columns,1.5e-06,1,1.5e-06,1.5e-06,0.0,,format.py
_adjust_max_rows,1.0000000000000001e-07,1,1.0000000000000001e-07,1.0000000000000001e-07,0.0,,format.py
truncate,3.4e-06,1,3.4e-06,2.7e-06,7.000000000000001e-07,,format.py
start,6.000000000000001e-07,1,6.000000000000001e-07,6.000000000000001e-07,0.0,,range.py
stop,6.000000000000001e-07,1,6.000000000000001e-07,6.000000000000001e-07,0.0,,range.py
step,2.0000000000000002e-07,1,2.0000000000000002e-07,2.0000000000000002e-07,0.0,,range.py
__len__,1.1400000000000001e-05,16,7.125000000000001e-07,7.7e-06,3.7e-06,,range.py
dtype,2.0000000000000003e-06,4,5.000000000000001e-07,1.9e-06,1.0000000000000031e-07,,blocks.py
__len__,4.4e-06,1,4.4e-06,2.3e-06,2.1000000000000002e-06,,base.py
is_extension,7.2000000000000005e-06,6,1.2000000000000002e-06,6.200000000000001e-06,9.999999999999997e-07,,blocks.py
get_values_for_csv,0.0011332,3,0.0003777333333333333,9.3e-06,0.0011239,,blocks.py
blknos,8.72e-05,8,1.09e-05,5.6000000000000006e-05,3.12e-05,,managers.py
blklocs,2.9e-06,8,3.625e-07,2.9e-06,0.0,,managers.py
copy_func,4.52e-05,2,2.26e-05,6.300000000000001e-06,3.89e-05,,managers.py
is_consolidated,4.08e-05,3,1.36e-05,6.4000000000000006e-06,3.44e-05,,managers.py
_grouping_func,1.1900000000000001e-05,8,1.4875000000000002e-06,6.900000000000001e-06,5e-06,,managers.py
is_url,7.43e-05,1,7.43e-05,6.1e-06,6.82e-05,,common.py
items,2.1000000000000002e-06,3,7.000000000000001e-07,2.1000000000000002e-06,0.0,,managers.py
from_blocks,7.9e-06,2,3.95e-06,7.5e-06,4.000000000000004e-07,,managers.py
_block,9.000000000000001e-07,2,4.5000000000000003e-07,9.000000000000001e-07,0.0,,managers.py
_initialize_sparsify,7.8e-06,1,7.8e-06,9.000000000000001e-07,6.9e-06,,format.py
_initialize_justify,2.25e-05,1,2.25e-05,4.1000000000000006e-06,1.84e-05,,format.py
__init__,8.000000000000001e-07,1,8.000000000000001e-07,8.000000000000001e-07,0.0,,format.py
new_block,1.34e-05,3,4.4666666666666665e-06,8.6e-06,4.8e-06,,blocks.py
set_axis,9.4e-06,1,9.4e-06,2.8000000000000003e-06,6.5999999999999995e-06,,managers.py
<genexpr>,0.00015020000000000002,128,1.1734375000000001e-06,0.00011750000000000001,3.270000000000001e-05,,construction.py
convert_object_array,0.0039519,1,0.0039519,7.8e-06,0.003944100000000001,,construction.py
__enter__,3.0000000000000004e-07,1,3.0000000000000004e-07,3.0000000000000004e-07,0.0,,common.py
get_values_for_csv,0.0011653,1,0.0011653,3.3e-06,0.001162,,managers.py
__init__,3.9e-06,2,1.95e-06,3.9e-06,0.0,,managers.py
dtype,9e-06,2,4.5e-06,7.9e-06,1.0999999999999996e-06,,managers.py
internal_values,4.7e-06,5,9.4e-07,4.3e-06,3.9999999999999956e-07,,managers.py
__exit__,0.00010470000000000001,1,0.00010470000000000001,3.1000000000000004e-06,0.00010160000000000002,,common.py
nested_data_to_arrays,0.0056661,1,0.0056661,1.1700000000000001e-05,0.0056544,,construction.py
_initialize_formatters,1.0000000000000001e-07,1,1.0000000000000001e-07,1.0000000000000001e-07,0.0,,format.py
_finalize_columns_and_data,0.0039804,1,0.0039804,2.32e-05,0.0039572,,construction.py
_calc_max_rows_fitted,5.7000000000000005e-06,1,5.7000000000000005e-06,4.6e-06,1.1000000000000005e-06,,format.py
__init__,1.7e-06,6,2.8333333333333336e-07,1.7e-06,0.0,,managers.py
_stack_arrays,3.9200000000000004e-05,4,9.800000000000001e-06,3.2800000000000004e-05,6.4e-06,,managers.py
<genexpr>,2.3e-06,2,1.15e-06,2.2e-06,9.999999999999989e-08,,construction.py
_slice_take_blocks_ax0,0.00017,1,0.00017,2.9100000000000003e-05,0.0001409,,managers.py
_validate_or_indexify_columns,5.1e-06,1,5.1e-06,2.2e-06,2.9e-06,,construction.py
_maybe_memory_map,3.2000000000000003e-06,1,3.2000000000000003e-06,2.1000000000000002e-06,1.1e-06,,common.py
close,0.0001016,1,0.0001016,5.600000000000001e-06,9.6e-05,,common.py
to_csv,0.0114941,1,0.0114941,1.45e-05,0.0114796,,format.py
choose_backend,0.00013470000000000002,10,1.3470000000000001e-05,0.00011080000000000001,2.3900000000000012e-05,,memory_profiler.py
get_handle,0.0074901,1,0.0074901,5.83e-05,0.0074318000000000006,,common.py
ps_util_tool,0.000755,10,7.55e-05,8.71e-05,0.0006679,,memory_profiler.py
disk_io_counters,0.0270254,127,0.0002127984251968504,0.0024916,0.0245338,,__init__.py
run,0.0115267,255,4.520274509803922e-05,0.0070466,0.004480100000000001,,_common.py
memory_usage,1.0043886,10,0.10043885999999999,0.0001844,1.0042042,,memory_profiler.py
cpu_percent,8.7755937,254,0.03454958149606299,0.0065336000000000005,8.7690601,,__init__.py
<module>,0.00010200000000000001,1,0.00010200000000000001,3.86e-05,6.340000000000001e-05,,util.py
_recv_bytes,39.1525374,154,0.25423725584415585,0.0035397000000000002,39.1489977,,connection.py
get_preparation_data,0.00042490000000000003,12,3.540833333333334e-05,0.0001785,0.0002464,,spawn.py
<module>,0.0015663,1,0.0015663,4.8200000000000006e-05,0.0015181,,connection.py
_init,0.00038710000000000003,10,3.871e-05,8.98e-05,0.0002973,,__init__.py
_get_raw_meminfo,7.66e-05,10,7.660000000000001e-06,7.3e-06,6.93e-05,,_pswindows.py
wait,0.13509980000000002,298,0.0004533550335570471,0.0056516000000000005,0.1294482,,connection.py
_screen_shape_windows,2.7300000000000003e-05,1,2.7300000000000003e-05,2.18e-05,5.5000000000000016e-06,,utils.py
_initialize_columns,8.55e-05,1,8.55e-05,5.3e-06,8.02e-05,,csvs.py
__getstate__,0.00045050000000000005,24,1.8770833333333337e-05,0.0002719,0.00017860000000000006,,synchronize.py
stop,129.4706506,1,129.4706506,8.65e-05,129.4705641,,system_monitor.py
update,4.0434901000000005,37,0.10928351621621624,0.0006043,4.0428858000000005,,std.py
_set,0.0047247,153,3.0880392156862744e-05,0.0013594000000000002,0.0033653,,pool.py
process_broker,128.13959350000002,1,128.13959350000002,0.0024735,128.13712,3.52734375,historical_data_downloader.py
_terminate_pool,0.0003195,1,0.0003195,4.83e-05,0.00027120000000000003,,pool.py
__init__,0.06543,12,0.0054525,0.0004106,0.0650194,,popen_spawn_win32.py
process_all_brokers,128.2424071,1,128.2424071,2e-05,128.2423871,3.54296875,historical_data_downloader.py
__init__,0.0003193,1,0.0003193,1.69e-05,0.00030240000000000003,,_monitor.py
__init__,2.7400000000000002e-05,1,2.7400000000000002e-05,1.52e-05,1.2200000000000002e-05,,pool.py
__iter__,193.2550668,154,1.2549030311688312,0.004288200000000001,193.25077860000002,,std.py
setup_logger,0.0011144,1,0.0011144,5.6200000000000004e-05,0.0010582,,logger_config.py
format_dict,0.0005035,40,1.2587500000000001e-05,0.0003589,0.00014460000000000005,,std.py
Pipe,0.00032980000000000005,3,0.00010993333333333335,3.43e-05,0.0002955,,connection.py
imap_unordered,5.45e-05,1,5.45e-05,1.84e-05,3.61e-05,,pool.py
__call__,0.0012618,13,9.706153846153846e-05,7.070000000000001e-05,0.0011911,,util.py
write_cols,2.46e-05,1,2.46e-05,1.56e-05,9.000000000000002e-06,,csvs.py
_save_chunk,0.001902,1,0.001902,0.0003777,0.0015243000000000001,,csvs.py
_help_stuff_finish,1.15e-05,1,1.15e-05,7.8e-06,3.7e-06,,pool.py
send_bytes,0.00015350000000000002,6,2.5583333333333336e-05,4.13e-05,0.00011220000000000002,,connection.py
display,0.20763910000000002,40,0.005190977500000001,0.0005690000000000001,0.20707010000000003,,std.py
wait,0.5955838,1878,0.00031713727369542065,0.0037231,0.5918607,,popen_spawn_win32.py
_handle_workers,0.2803682,1,0.2803682,2.64e-05,0.28034180000000003,,pool.py
<module>,0.00012880000000000001,1,0.00012880000000000001,1.76e-05,0.00011120000000000002,,synchronize.py
__init__,0.00014920000000000002,4,3.7300000000000005e-05,4.8700000000000005e-05,0.00010050000000000002,,synchronize.py
join,128.13712,1,128.13712,4.63e-05,128.1370737,,pool.py
_decr_instances,4.1400000000000003e-05,1,4.1400000000000003e-05,1.29e-05,2.85e-05,,std.py
log_metrics,0.6122489,1,0.6122489,7.000000000000001e-06,0.6122419,,system_monitor.py
__new__,0.00036480000000000003,1,0.00036480000000000003,2.79e-05,0.0003369,,std.py
colour,1.54e-05,40,3.85e-07,1.54e-05,0.0,,std.py
_get_more_data,13.235558300000001,153,0.08650691699346406,0.0040391,13.231519200000001,,connection.py
__init__,0.00011470000000000001,1,0.00011470000000000001,1.5100000000000001e-05,9.960000000000001e-05,,csvs.py
next,9.06488,154,0.05886285714285715,0.002242,9.062638,,pool.py
<module>,3.19e-05,1,3.19e-05,1.7800000000000002e-05,1.41e-05,,spawn.py
CSVFormatter,1.1000000000000001e-05,1,1.1000000000000001e-05,1.1000000000000001e-05,0.0,,csvs.py
_handle_tasks,127.5494479,1,127.5494479,0.0010543,127.5483936,,pool.py
close,0.0008206,2,0.0004103,7.4e-06,0.0008132,,std.py
_send_bytes,142.5638178,171,0.8337065368421053,0.0025481,142.5612697,,connection.py
__format__,0.00031790000000000003,40,7.947500000000001e-06,0.00027350000000000003,4.4399999999999995e-05,,std.py
format_meter,0.012836100000000001,40,0.00032090250000000003,0.0028124,0.010023700000000002,,std.py
_handle_results,127.5467318,1,127.5467318,6.330000000000001e-05,127.54666850000001,,pool.py
__init__,7.88e-05,1,7.88e-05,1.95e-05,5.9300000000000005e-05,,pool.py
Pool,2.3100000000000002e-05,1,2.3100000000000002e-05,2.3100000000000002e-05,0.0,,pool.py
save,0.0096696,1,0.0096696,2.5e-05,0.0096446,,csvs.py
<module>,0.004201600000000001,1,0.004201600000000001,9e-05,0.004111600000000001,,pool.py
data_index,1.3100000000000002e-05,1,1.3100000000000002e-05,2.6e-06,1.0500000000000001e-05,,csvs.py
<module>,0.0007628,1,0.0007628,1.7e-05,0.0007458,,popen_spawn_win32.py
idelete,0.0002931,1,0.0002931,4.55e-05,0.0002476,,managers.py
_list_of_dict_to_arrays,0.0016054,1,0.0016054,0.0007819000000000001,0.0008235,,construction.py
infer_compression,3.41e-05,1,3.41e-05,1.65e-05,1.76e-05,,common.py
_expand_user,1.9e-05,3,6.333333333333333e-06,9e-06,1e-05,,common.py
check_parent_directory,0.0002108,1,0.0002108,1.3000000000000001e-05,0.0001978,,common.py
is_fsspec_url,9.5e-06,1,9.5e-06,5.1e-06,4.4e-06,,common.py
_get_binary_io_classes,0.0063114,1,0.0063114,3.0100000000000003e-05,0.0062813,,common.py
_is_in_terminal,5.3e-06,2,2.65e-06,5.3e-06,0.0,,format.py
__init__,2.4000000000000003e-06,1,2.4000000000000003e-06,2.4000000000000003e-06,0.0,,<string>
_references,2.4000000000000003e-06,1,2.4000000000000003e-06,1.7e-06,7.000000000000003e-07,,series.py
_values,9.2e-06,5,1.84e-06,4.5e-06,4.7e-06,,series.py
dtype,1.1700000000000001e-05,2,5.850000000000001e-06,2.7e-06,9.000000000000002e-06,,series.py
__len__,7.3e-06,1,7.3e-06,1.1e-06,6.2e-06,,series.py
_set_as_cached,1.6100000000000002e-05,2,8.050000000000001e-06,6.1e-06,1.0000000000000003e-05,,series.py
rng,4.9600000000000006e-05,7,7.085714285714287e-06,1.5100000000000001e-05,3.4500000000000005e-05,,tempfile.py
_exists,6.3e-05,3,2.1e-05,5.9e-06,5.71e-05,,tempfile.py
_get_candidate_names,4.2000000000000004e-06,3,1.4000000000000001e-06,3.6000000000000003e-06,6.000000000000002e-07,,tempfile.py
__next__,0.0001363,7,1.9471428571428573e-05,2.09e-05,0.00011540000000000001,,tempfile.py
mktemp,0.00018030000000000002,3,6.0100000000000004e-05,1.34e-05,0.00016690000000000002,,tempfile.py
_get_memory,0.0008553,10,8.553e-05,8.88e-05,0.0007665,,memory_profiler.py
<genexpr>,2.39e-05,60,3.9833333333333337e-07,2.39e-05,0.0,,memory_profiler.py
_cpu_times_deltas,0.0270927,1651,1.6409872804360993e-05,0.0143151,0.0127776,,__init__.py
_add_dict,1.13e-05,2,5.65e-06,1.13e-05,0.0,,_common.py
cpu_times,0.762144,127,0.006001133858267717,0.0052141,0.7569299,,_pswindows.py
net_io_counters,0.8592665,128,0.00671301953125,0.0016282,0.8576383000000001,,_pswindows.py
usage_percent,0.0007113,127,5.6007874015748035e-06,0.0005099,0.00020140000000000002,,_common.py
create_time,0.0002311,10,2.311e-05,1.7500000000000002e-05,0.00021360000000000001,,__init__.py
